Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,iPhone_15_Pro_Max
1,Apple iPhone 15 Pro Max 1TB Unlocked AT&T T-Mobile Verizon Excellent Condition,$754.95,2025-10-22,https://www.ebay.com/itm/296153652189,https://i.ebayimg.com/images/g/gyQAAOSwg2NlnBkF/s-l500.webp,Unknown,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max A2849 512GB Unlocked Very Good Condition,$652.99,2025-10-22,https://www.ebay.com/itm/357482464547,https://i.ebayimg.com/images/g/nrcAAeSwO~No4-Fe/s-l500.webp,512 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max A2849 256GB Unlocked Excellent Condition,$691.99,2025-10-22,https://www.ebay.com/itm/356895100574,https://i.ebayimg.com/images/g/5p8AAeSwZHVou3Tt/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max A2849 256GB Unlocked Very Good,$624.99,2025-10-22,https://www.ebay.com/itm/356227859677,https://i.ebayimg.com/images/g/YX8AAOSwuilm4fHk/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 256 GB 512 GB - Unlocked - 90%+ Battery Excellent,$702.05,2025-10-22,https://www.ebay.com/itm/336179330092,https://i.ebayimg.com/images/g/z~AAAeSwMOxox8nz/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max A2849 512GB Unlocked Excellent Condition,$727.99,2025-10-22,https://www.ebay.com/itm/357482540114,https://i.ebayimg.com/images/g/vU4AAeSw2JpowxCV/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max A2849 1TB Natural Unlocked Very Good Condition,$757.22,2025-10-22,https://www.ebay.com/itm/357492955429,https://i.ebayimg.com/images/g/v90AAeSw9TJowxBy/s-l500.webp,Unknown,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 1TB Unlocked AT&T T-Mobile Verizon Very Good Condition,$686.95,2025-10-22,https://www.ebay.com/itm/305340357295,https://i.ebayimg.com/images/g/9wcAAOSw0zlllx~9/s-l500.webp,Unknown,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$652.95,2025-10-22,https://www.ebay.com/itm/305358724241,https://i.ebayimg.com/images/g/LGsAAOSwRQBlp-is/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 256GB 512GB 1TB - All Colors - Excellent Condition,$714.00,2025-10-22,https://www.ebay.com/itm/285827517638,https://i.ebayimg.com/images/g/mhgAAOSwJ11mKC80/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB Unlocked Good Condition - All Colors,$659.99,2025-10-22,https://www.ebay.com/itm/276217995756,https://i.ebayimg.com/images/g/~hYAAOSwiMJlc1PB/s-l500.webp,256 GB,Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB Unlocked AT&T T-Mobile Verizon Excellent Condition,$713.95,2025-10-22,https://www.ebay.com/itm/296146566883,https://i.ebayimg.com/images/g/QpQAAOSwV-pllyAJ/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB Unlocked - Excellent,$698.95,2025-10-21,https://www.ebay.com/itm/387296016435,https://i.ebayimg.com/images/g/mtAAAOSwe3FmetfY/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB Unlocked Excellent Condition - All Colors,$719.99,2025-10-21,https://www.ebay.com/itm/296097787049,https://i.ebayimg.com/images/g/z3YAAOSwiKxlc1Nb/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB Unlocked AT&T T-Mobile Verizon Excellent Condition,$675.95,2025-10-21,https://www.ebay.com/itm/296155905100,https://i.ebayimg.com/images/g/dAYAAOSw8gJlnZc0/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 1TB Unlocked AT&T T-Mobile Verizon Good Condition,$672.95,2025-10-21,https://www.ebay.com/itm/305350882094,https://i.ebayimg.com/images/g/CUAAAOSwr3lloFou/s-l500.webp,Unknown,Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 512GB - Black Titanium - Unlocked - Excellent,$765.00,2025-10-21,https://www.ebay.com/itm/285647921293,https://i.ebayimg.com/images/g/-pgAAOSwEwFlSlZ~/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB Unlocked AT&T T-Mobile Verizon Very Good Condition,$685.95,2025-10-21,https://www.ebay.com/itm/305340357682,https://i.ebayimg.com/images/g/TqUAAOSwVcRllyAC/s-l500.webp,512 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB Unlocked Very Good Condition - All Colors,$689.99,2025-10-21,https://www.ebay.com/itm/296097789027,https://i.ebayimg.com/images/g/438AAOSwGIVlc1MG/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB Unlocked Excellent Condition - All Colors,$769.99,2025-10-21,https://www.ebay.com/itm/296097790536,https://i.ebayimg.com/images/g/AP8AAOSwyzFlc1Q2/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max 6.7"" Unlocked 256GB - (Blue Titanium) A2849 w/Warranty",$639.00,2025-10-21,https://www.ebay.com/itm/376284911182,https://i.ebayimg.com/images/g/L1cAAOSwOWJoNjma/s-l500.webp,256 GB,Unknown,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - Unlocked - 256GB - Natural Titanium - Good,$665.00,2025-10-21,https://www.ebay.com/itm/276407353478,https://i.ebayimg.com/images/g/gO8AAOSwbWZlZhlg/s-l500.webp,256 GB,Good,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max, 512GB, Titanium - Unlocked - E sim version - Excellent",$704.99,2025-10-21,https://www.ebay.com/itm/186346123031,https://i.ebayimg.com/images/g/qdgAAOSwVxJl9Jyq/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB Unlocked AT&T T-Mobile Verizon Good Condition,$648.95,2025-10-20,https://www.ebay.com/itm/305399726355,https://i.ebayimg.com/images/g/mocAAOSwM45maxY6/s-l500.webp,512 GB,Good,False,iPhone 15 Pro Max,True
1,Apple 90%+ iPhone 15 Pro Max 256GB Unlocked A2849 (Blue Titanium) w/Warranty,$678.00,2025-10-20,https://www.ebay.com/itm/146653083639,https://i.ebayimg.com/images/g/JnwAAOSwLbZoUECj/s-l500.webp,256 GB,Unknown,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 256GB - Black Titanium - Unlocked - Excellent,$745.00,2025-10-20,https://www.ebay.com/itm/285616830052,https://i.ebayimg.com/images/g/-pgAAOSwEwFlSlZ~/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max A2849 1TB Unlocked Excellent Condition,$820.73,2025-10-19,https://www.ebay.com/itm/357341419650,https://i.ebayimg.com/images/g/wdwAAeSw-z5owxDh/s-l500.webp,Unknown,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 1TB - Blue Titanium (Unlocked) - Good Condition,$839.99,2025-04-17,https://www.ebay.com/itm/306189383614,https://i.ebayimg.com/images/g/6kIAAOSwXX5n1CwZ/s-l500.webp,Unknown,Good,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max 6.7"" Unlocked 256GB (Blue Titanium) A2849 - w/Warranty",$663.00,2025-10-19,https://www.ebay.com/itm/146563753838,https://i.ebayimg.com/images/g/x8AAAOSwMSNoGScj/s-l500.webp,256 GB,Unknown,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB 512GB 1TB Unlocked Smartphone - Very Good,$739.99,2025-10-18,https://www.ebay.com/itm/156835116708,https://i.ebayimg.com/images/g/HZYAAOSwFrBnyJ6x/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max, 1TB, Blue Titanium - Unlocked - B-Grade Refurbished",$790.86,2025-03-29,https://www.ebay.com/itm/356587156294,https://i.ebayimg.com/images/g/UNkAAOSw3k5ntPLu/s-l500.webp,Unknown,Unknown,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB Unlocked AT&T T-Mobile Verizon Good Condition,$643.95,2025-10-18,https://www.ebay.com/itm/296171042934,https://i.ebayimg.com/images/g/9fMAAOSwwM1lqAei/s-l500.webp,256 GB,Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 256GB - Blue Titanium - Unlocked - Very Good,$677.00,2025-10-18,https://www.ebay.com/itm/285676227597,https://i.ebayimg.com/images/g/5RYAAOSwMfhlVjZH/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - Unlocked - 256GB - Natural Titanium - Very Good,$716.00,2025-10-16,https://www.ebay.com/itm/276278907104,https://i.ebayimg.com/images/g/gO8AAOSwbWZlZhlg/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - Unlocked - 256GB - Natural Titanium - Excellent,$714.00,2025-10-15,https://www.ebay.com/itm/276228805725,https://i.ebayimg.com/images/g/gO8AAOSwbWZlZhlg/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB Unlocked - Excellent,$733.95,2025-10-14,https://www.ebay.com/itm/388885651816,https://i.ebayimg.com/images/g/mtAAAOSwe3FmetfY/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 1TB Unlocked Very Good Condition - All Colors,$759.99,2025-10-14,https://www.ebay.com/itm/296097791493,https://i.ebayimg.com/images/g/6poAAOSwAP1lc1P3/s-l500.webp,Unknown,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 256GB - Black Titanium - Unlocked - Very Good,$719.00,2025-10-14,https://www.ebay.com/itm/276239955025,https://i.ebayimg.com/images/g/-pgAAOSwEwFlSlZ~/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 1TB Unlocked Excellent Condition - All Colors,$789.99,2025-10-13,https://www.ebay.com/itm/276217997337,https://i.ebayimg.com/images/g/KP4AAOSwUq1lc1QR/s-l500.webp,Unknown,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max A2849 Unlocked 512GB Black Titanium Good,$639.99,2025-10-13,https://www.ebay.com/itm/186584532558,https://i.ebayimg.com/images/g/-A4AAOSwK4Fmnt9T/s-l500.webp,512 GB,Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 512GB - Blue Titanium (Unlocked) (eSIM only) Good,$754.95,2025-04-04,https://www.ebay.com/itm/126991702228,https://i.ebayimg.com/images/g/SD4AAOSwJIBn0uOE/s-l500.webp,512 GB,Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB Factory Unlocked ATT TMobile Verizon - Excellent,$698.48,2025-10-13,https://www.ebay.com/itm/116769540341,https://i.ebayimg.com/images/g/qOwAAeSwz-po1Gfe/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max A2849 Unlocked 256GB Black Titanium Good,$649.99,2025-10-12,https://www.ebay.com/itm/196517139678,https://i.ebayimg.com/images/g/7KoAAOSwJalmnt9L/s-l500.webp,256 GB,Good,False,iPhone 15 Pro Max,True
1,Apple 90%+ iPhone 15 Pro Max 256GB Unlocked A2849 (White Titanium) w/Warranty,$724.13,2025-10-11,https://www.ebay.com/itm/376343730823,https://i.ebayimg.com/images/g/r24AAOSwGnVoUEEl/s-l500.webp,256 GB,Unknown,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max 1TB Fully Unlocked, Excellent",$819.00,2025-10-09,https://www.ebay.com/itm/226708367465,https://i.ebayimg.com/images/g/AGYAAOSw5WFnmnx0/s-l500.webp,Unknown,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB Unlocked eSim Only Blue Titanium Excellent A2849,$829.95,2025-04-04,https://www.ebay.com/itm/146089071362,https://i.ebayimg.com/images/g/nX0AAOSw88BnBoDd/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB Unlocked Good Condition - All Colors,$689.99,2025-10-08,https://www.ebay.com/itm/285598246948,https://i.ebayimg.com/images/g/JXUAAOSwy2xlc1QN/s-l500.webp,512 GB,Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 256GB 512GB 1TB - All Colors - Very Good Condition,$677.00,2025-10-08,https://www.ebay.com/itm/285827536112,https://i.ebayimg.com/images/g/tDkAAOSwRipmKDSe/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max, 512GB, - Unlocked - Black - Excellent",$750.00,2025-10-08,https://www.ebay.com/itm/406269876638,https://i.ebayimg.com/images/g/mgAAAeSwzydo5VmT/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max 256GB Fully Unlocked, Excellent",$693.00,2025-10-08,https://www.ebay.com/itm/226572201773,https://i.ebayimg.com/images/g/AGYAAOSw5WFnmnx0/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 6.7'' 256GB 512GB 1TB Unlocked All Colors - Excellent,$749.99,2025-10-08,https://www.ebay.com/itm/146868768736,https://i.ebayimg.com/images/g/hXQAAeSw9OJo3rIR/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,Unlocked Apple iPhone 15 Pro Max - 256GB - Natural Titanium - MU683LL/A,$719.99,2025-10-07,https://www.ebay.com/itm/186909726662,https://i.ebayimg.com/images/g/e98AAeSwSoVo5WQr/s-l500.webp,256 GB,Unknown,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 5G 512GB White  [Unlocked For Any Carrier Worldwide],$749.99,2025-10-07,https://www.ebay.com/itm/145952736828,https://i.ebayimg.com/images/g/g58AAOSwlP5mvXz8/s-l500.webp,512 GB,Unknown,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max Super Retina XDR display  6.7‑inch (diagonal) all‑screen,$659.95,2025-10-07,https://www.ebay.com/itm/126911207567,https://i.ebayimg.com/images/g/uDsAAOSw98xndD9k/s-l500.webp,Unknown,Unknown,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max, 512GB White Titanium [Unlocked] Good Condition",$879.45,2025-03-13,https://www.ebay.com/itm/388047968891,https://i.ebayimg.com/images/g/E-4AAeSwN6dny10X/s-l500.webp,512 GB,Good,False,iPhone 15 Pro Max,True
1,APPLE IPHONE 15 PRO MAX 256GB 512GB 1TB (UNLOCKED) ✅PHYSICAL SIM ✅ ❖VERY GOOD❖,$949.95,2025-10-07,https://www.ebay.com/itm/226575778402,https://i.ebayimg.com/images/g/PaIAAOSw~~1nnWFH/s-l500.webp,256 GB,Unknown,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 512GB - Blue Titanium - Unlocked - Very Good,$755.00,2025-10-07,https://www.ebay.com/itm/285682690158,https://i.ebayimg.com/images/g/5RYAAOSwMfhlVjZH/s-l500.webp,512 GB,Very Good,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max, 256/512GB, 1TB - Unlocked - Refurbished Excellent",$729.99,2025-10-07,https://www.ebay.com/itm/326721842811,https://i.ebayimg.com/images/g/XzgAAOSwBPJlrqmE/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB-All Colors (Unlocked) A2849 ~ Excellent Condition!,$729.99,2025-10-06,https://www.ebay.com/itm/226611440118,https://i.ebayimg.com/images/g/C5gAAOSwn9Nnt1B0/s-l500.webp,256 GB,Excellent,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max 512GB Fully Unlocked, Excellent",$769.00,2025-10-06,https://www.ebay.com/itm/226573889947,https://i.ebayimg.com/images/g/AGYAAOSw5WFnmnx0/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - Unlocked - Very Good Condition (1Year Warranty),$713.99,2025-10-06,https://www.ebay.com/itm/156538764080,https://i.ebayimg.com/images/g/xRwAAOSwOC5lt~xI/s-l500.webp,Unknown,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max Black Good - Refurbished  - Unlocked,$664.99,2025-10-05,https://www.ebay.com/itm/127408494064,https://i.ebayimg.com/images/g/73YAAeSwavdo4reW/s-l500.webp,Unknown,Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max Black Very Good - Refurbished  - Unlocked,$684.99,2025-10-05,https://www.ebay.com/itm/127408494054,https://i.ebayimg.com/images/g/6l4AAeSwhk9o4rg7/s-l500.webp,Unknown,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB Unlocked Very Good Condition - All Colors,$719.99,2025-10-05,https://www.ebay.com/itm/296097790409,https://i.ebayimg.com/images/g/bCkAAOSw2Mxlc1QW/s-l500.webp,512 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB Natural Titanium (Unlocked) (eSIM only) Excellent,$839.95,2025-03-17,https://www.ebay.com/itm/405268106126,https://i.ebayimg.com/images/g/bn4AAOSwNIZnAQgU/s-l500.webp,512 GB,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 256GB 512GB 1TB - All Colors - Good Condition,$573.00,2025-10-05,https://www.ebay.com/itm/276437174355,https://i.ebayimg.com/images/g/-A0AAOSwxlFmKDY0/s-l500.webp,256 GB,Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 256GB Blue Titanium (Unlocked) - Very Good,$719.99,2025-10-05,https://www.ebay.com/itm/157156296120,https://i.ebayimg.com/images/g/9h0AAeSw0W1obpph/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,"Apple iPhone 15 Pro Max 256GB Fully Unlocked, Very Good",$683.00,2025-10-05,https://www.ebay.com/itm/226571854252,https://i.ebayimg.com/images/g/AGYAAOSw5WFnmnx0/s-l500.webp,256 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 1TB - Blue Titanium (Unlocked) - Very Good Condition,$779.99,2025-10-04,https://www.ebay.com/itm/305856410242,https://i.ebayimg.com/images/g/XwkAAOSwqLJnGJam/s-l500.webp,Unknown,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 1TB - White Titanium (Unlocked) - Good Condition,$869.99,2025-03-09,https://www.ebay.com/itm/305953657234,https://i.ebayimg.com/images/g/u5QAAOSwh-xnQ0dG/s-l500.webp,Unknown,Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max - 512GB - Natural Titanium - Unlocked - Very Good,$758.00,2025-10-03,https://www.ebay.com/itm/276250437843,https://i.ebayimg.com/images/g/bYEAAOSw7MlliyL5/s-l500.webp,512 GB,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max (Unlocked) 1TB Black White Blue Titanium - Very Good,$855.99,2025-10-03,https://www.ebay.com/itm/156959617151,https://i.ebayimg.com/images/g/0X8AAOSw~vVoGSoP/s-l500.webp,Unknown,Very Good,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 1TB Unlocked eSim Only A2849 Blue Titanium Excellent,$809.95,2025-10-02,https://www.ebay.com/itm/146858397389,https://i.ebayimg.com/images/g/CN8AAOSwk5tnFG~3/s-l500.webp,Unknown,Excellent,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 5G 128GB 256GB 512GB 1TB Fully Unlocked Grade B+,$689.99,2025-10-02,https://www.ebay.com/itm/277131687534,https://i.ebayimg.com/images/g/aBQAAOSwAJll8amj/s-l500.webp,128 GB,Unknown,False,iPhone 15 Pro Max,True
1,Apple iPhone 15 Pro Max 512GB White Titanium (Unlocked / A2849) MU6C3LL/A,$799.00,2025-10-02,https://www.ebay.com/itm/376589554879,https://i.ebayimg.com/images/g/p6sAAeSwCYho3Tu8/s-l500.webp,512 GB,Unknown,False,iPhone 15 Pro Max,True
